timestamp,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,Price_Range,VWAP,data_type
2025-06-30 15:44:00+00:00,107353.96875,107353.96875,107353.96875,107353.96875,0,0.0,0.0,,0.0,,minute
2025-06-30 15:46:00+00:00,107440.2890625,107440.2890625,107440.2890625,107440.2890625,98848768,0.0,0.0,0.0008040719267772,0.0,107440.2890625,minute
2025-06-30 15:47:00+00:00,107608.9296875,107608.9296875,107608.9296875,107608.9296875,0,0.0,0.0,0.0015696218473677,0.0,107440.2890625,minute
2025-06-30 15:49:00+00:00,107737.421875,107737.421875,107737.421875,107737.421875,363397120,0.0,0.0,0.001194066216188,0.0,107673.8816397908,minute
2025-06-30 15:51:00+00:00,107731.078125,107731.078125,107731.078125,107731.078125,57704448,0.0,0.0,-5.888158347955308e-05,0.0,107680.22934528886,minute
2025-06-30 15:52:00+00:00,107701.25,107701.25,107701.25,107701.25,211726336,0.0,0.0,-0.0002768757680619,0.0,107686.3121225218,minute
2025-06-30 15:53:00+00:00,107492.8046875,107492.8046875,107492.8046875,107492.8046875,0,0.0,0.0,-0.0019354029085084,0.0,107686.3121225218,minute
2025-06-30 15:54:00+00:00,107490.515625,107490.515625,107490.515625,107490.515625,222408704,0.0,0.0,-2.1295029994372605e-05,0.0,107640.66961886648,minute
2025-06-30 15:55:00+00:00,107514.453125,107514.453125,107514.453125,107514.453125,31264768,0.0,0.0,0.0002226940661771,0.0,107636.66481973742,minute
2025-06-30 15:56:00+00:00,107545.2578125,107545.2578125,107545.2578125,107545.2578125,24412160,0.0,0.0,0.0002865167110526,0.0,107634.4549506653,minute
2025-06-30 15:57:00+00:00,107578.796875,107578.796875,107578.796875,107578.796875,0,0.0,0.0,0.0003118599851095,0.0,107634.4549506653,minute
2025-06-30 15:58:00+00:00,107571.4296875,107571.4296875,107571.4296875,107571.4296875,347738112,0.0,0.0,-6.848177999763116e-05,0.0,107618.31036185849,minute
2025-06-30 15:59:00+00:00,107573.40625,107573.40625,107573.40625,107573.40625,0,0.0,0.0,1.8374418800037876e-05,0.0,107618.31036185849,minute
2025-06-30 16:01:00+00:00,107581.75,107581.75,107581.75,107581.75,87588864,0.0,0.0,7.756331505026637e-05,0.0,107616.09438765747,minute
2025-06-30 16:02:00+00:00,107585.3828125,107585.3828125,107585.3828125,107585.3828125,0,0.0,0.0,3.3767925321948056e-05,0.0,107616.09438765747,minute
2025-06-30 16:05:00+00:00,107540.1953125,107540.1953125,107540.1953125,107540.1953125,0,0.0,0.0,-0.0004200152364448,0.0,107616.09438765747,minute
2025-06-30 16:06:00+00:00,107541.046875,107541.046875,107541.046875,107541.046875,0,0.0,0.0,7.918550803509561e-06,0.0,107616.09438765747,minute
2025-06-30 16:07:00+00:00,107542.8359375,107542.8359375,107542.8359375,107542.8359375,138838016,0.0,0.0,1.66360896791673e-05,0.0,107609.67297052503,minute
2025-06-30 16:08:00+00:00,107549.53125,107549.53125,107549.53125,107549.53125,12541952,0.0,0.0,6.225716889129984e-05,0.0,107609.20049379366,minute
2025-06-30 16:09:00+00:00,107578.515625,107578.515625,107578.515625,107578.515625,945266688,0.0,0.0,0.0002694979202897,0.0,107597.78885032376,minute
2025-06-30 16:11:00+00:00,107784.8203125,107784.8203125,107784.8203125,107784.8203125,0,0.0,0.0,0.0019177127170926,0.0,107597.78885032376,minute
2025-06-30 16:12:00+00:00,107775.6328125,107775.6328125,107775.6328125,107775.6328125,0,0.0,0.0,-8.523927556181032e-05,0.0,107597.78885032376,minute
2025-06-30 16:13:00+00:00,107839.5859375,107839.5859375,107839.5859375,107839.5859375,190013440,0.0,0.0,0.0005933913198288,0.0,107614.60763198798,minute
2025-06-30 16:14:00+00:00,107850.375,107850.375,107850.375,107850.375,4390912,0.0,0.0,0.0001000473286891,0.0,107614.98598750212,minute
2025-06-30 16:16:00+00:00,107786.8828125,107786.8828125,107786.8828125,107786.8828125,966119424,0.0,0.0,-0.0005887062284206,0.0,107659.8431489314,minute
2025-06-30 16:17:00+00:00,107748.390625,107748.390625,107748.390625,107748.390625,54534144,0.0,0.0,-0.0003571138388607,0.0,107661.1285164538,minute
2025-06-30 16:19:00+00:00,107715.6171875,107715.6171875,107715.6171875,107715.6171875,27348992,0.0,0.0,-0.0003041663760349,0.0,107661.52232035824,minute
2025-06-30 16:20:00+00:00,107633.703125,107633.703125,107633.703125,107633.703125,0,0.0,0.0,-0.0007604659810602,0.0,107661.52232035824,minute
2025-06-30 16:22:00+00:00,107527.9296875,107527.9296875,107527.9296875,107527.9296875,247771136,0.0,0.0,-0.0009827166995932,0.0,107653.31272101264,minute
2025-06-30 16:23:00+00:00,107418.7890625,107418.7890625,107418.7890625,107418.7890625,0,0.0,0.0,-0.001014997920235,0.0,107653.31272101264,minute
2025-06-30 16:24:00+00:00,107361.2890625,107361.2890625,107361.2890625,107361.2890625,0,0.0,0.0,-0.00053528810464,0.0,107653.31272101264,minute
2025-06-30 16:25:00+00:00,107365.5546875,107365.5546875,107365.5546875,107365.5546875,1121406976,0.0,0.0,3.9731499474893184e-05,0.0,107590.69409727742,minute
2025-06-30 16:26:00+00:00,107428.5625,107428.5625,107428.5625,107428.5625,40501248,0.0,0.0,0.0005868531363097,0.0,107589.42980062516,minute
